CrossName,BrCrCode,Synonym,sexTestRes,Program,Subprogram,Concept,Funding,Contract,Breeder,Planted,nonPsa,PsaDeaths,Remaining,Percent_Remaining
K12.0883,NG_505,NG_505,,Green,Green,,Commercial,NC1411,Elizabeth Popowski,154,8,17,129,83.77
K12.0884,NG_505,NG_505,,Green,Green,,Commercial,NC1412,Elizabeth Popowski,154,8,17,129,83.77
K12.0833,NH_528,NH_528,,Green,Green,,Parental,PT1401,Elizabeth Popowski,7,1,1,5,71.43
K12.0834,NH_528,NH_528,,Green,Green,,Parental,PT1402,Elizabeth Popowski,7,1,1,5,71.43
K12.0835,NH_528,NH_528,,Green,Green,,Parental,PT1403,Elizabeth Popowski,7,1,1,5,71.43
K12.0836,NH_528,NH_528,,Green,Green,,Parental,PT1404,Elizabeth Popowski,7,1,1,5,71.43
K12.0837,NH_528,NH_528,,Green,Green,,Parental,PT1405,Elizabeth Popowski,7,1,1,5,71.43
K12.0838,NH_528,NH_528,,Green,Green,,Parental,PT1406,Elizabeth Popowski,7,1,1,5,71.43
K12.0839,NH_528,NH_528,,Green,Green,,Parental,PT1407,Elizabeth Popowski,7,1,1,5,71.43
K12.0840,NH_528,NH_528,,Green,Green,,Parental,PT1408,Elizabeth Popowski,7,1,1,5,71.43
K12.0841,NH_528,NH_528,,Green,Green,,Parental,PT1409,Elizabeth Popowski,7,1,1,5,71.43
K12.0842,NH_528,NH_528,,Green,Green,,Parental,PT1410,Elizabeth Popowski,7,1,1,5,71.43
K12.0843,NH_528,NH_528,,Green,Green,,Parental,PT1411,Elizabeth Popowski,7,1,1,5,71.43
K12.0844,NH_528,NH_528,,Green,Green,,Parental,PT1412,Elizabeth Popowski,7,1,1,5,71.43
K12.0845,NH_528,NH_528,,Green,Green,,Parental,PT1413,Elizabeth Popowski,7,1,1,5,71.43
K12.0846,NH_528,NH_528,,Green,Green,,Parental,PT1414,Elizabeth Popowski,7,1,1,5,71.43
K14.0323,cW_732,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0324,cW_733,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0325,cW_734,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0326,cW_735,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0327,cW_736,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0328,cW_737,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0329,cW_738,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0330,cW_739,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0331,cW_740,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0332,cW_741,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0333,cW_742,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0334,cW_743,,,Red,,,,,Paul Datson,21,0,0,21,100
K14.0383,rPD_738,,,Red,,,,,Paul Datson,25,0,0,25,100
K14.0384,rPD_739,,,Red,,,,,Paul Datson,25,0,0,25,100
K14.0385,rPD_740,,,Red,,,,,Paul Datson,25,0,0,25,100
K14.0252,,,,Red,,,,,Paul Datson,12,0,1,11,91.67
K14.0253,,,,Red,,,,,Paul Datson,12,0,1,11,91.67
K14.0254,,,,Red,,,,,Paul Datson,12,0,1,11,91.67
K14.0255,,,,Red,,,,,Paul Datson,12,0,1,11,91.67
K14.0256,,,,Red,,,,,Paul Datson,12,0,1,11,91.67
